date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-03-30,楽天,日本ハム,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800117,左,辰己 涼介,1500110,左,加藤 貴之,,見三振
2023-03-30,楽天,日本ハム,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1900112,左,小深田 大翔,1500110,左,加藤 貴之,左,飛
2023-03-30,楽天,日本ハム,1,1,3,0,0,0,0,0,2,0,0,0,2,1,0,0,1460250,右,フランコ,1500110,左,加藤 貴之,右,安
2023-03-30,楽天,日本ハム,1,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,900056,右,浅村 栄斗,1500110,左,加藤 貴之,左,飛
2023-03-30,楽天,日本ハム,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100095,右,松本 剛,700069,右,田中 将大,,空三振
2023-03-30,楽天,日本ハム,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1251037,左,上川畑 大悟,700069,右,田中 将大,二,ゴロ
2023-03-30,楽天,日本ハム,1,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1600134,左,石井 一成,700069,右,田中 将大,中,飛
2023-03-30,楽天,日本ハム,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100132,左,島内 宏明,1500110,左,加藤 貴之,二,ゴロ
2023-03-30,楽天,日本ハム,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1500078,右,阿部 寿樹,1500110,左,加藤 貴之,左,２
2023-03-30,楽天,日本ハム,2,1,3,0,0,0,0,0,1,0,1,0,2,0,1,0,1700034,左,山﨑 剛,1500110,左,加藤 貴之,中,飛
2023-03-30,楽天,日本ハム,2,1,4,0,0,0,0,0,2,0,1,0,3,0,0,0,1800044,右,伊藤 裕季也,1500110,左,加藤 貴之,,空三振
2023-03-30,楽天,日本ハム,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800091,右,野村 佑希,700069,右,田中 将大,,空三振
2023-03-30,楽天,日本ハム,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1700025,左,清宮 幸太郎,700069,右,田中 将大,一,ゴロ
2023-03-30,楽天,日本ハム,2,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1800008,右,マルティネス,700069,右,田中 将大,一,ゴロ
2023-03-30,楽天,日本ハム,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2103740,左,安田 悠馬,1500110,左,加藤 貴之,右,飛
2023-03-30,楽天,日本ハム,3,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1800117,左,辰己 涼介,1500110,左,加藤 貴之,左,飛
2023-03-30,楽天,日本ハム,3,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1900112,左,小深田 大翔,1500110,左,加藤 貴之,二,ゴロ
2023-03-30,楽天,日本ハム,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800093,右,万波 中正,700069,右,田中 将大,,空三振
2023-03-30,楽天,日本ハム,3,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1500049,左,宇佐見 真吾,700069,右,田中 将大,遊,ゴロ
2023-03-30,楽天,日本ハム,3,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,2000080,左,五十幡 亮汰,700069,右,田中 将大,一,ゴロ
2023-03-30,楽天,日本ハム,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1460250,右,フランコ,1500110,左,加藤 貴之,左,２
2023-03-30,楽天,日本ハム,4,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,900056,右,浅村 栄斗,1500110,左,加藤 貴之,遊,ゴロ
2023-03-30,楽天,日本ハム,4,1,3,0,0,0,0,0,1,0,1,0,2,0,0,1,1100132,左,島内 宏明,1500110,左,加藤 貴之,一,ゴロ
2023-03-30,楽天,日本ハム,4,1,4,0,0,0,0,0,2,0,0,1,3,0,0,0,1500078,右,阿部 寿樹,1500110,左,加藤 貴之,遊,ゴロ
2023-03-30,楽天,日本ハム,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100095,右,松本 剛,700069,右,田中 将大,右,飛
2023-03-30,楽天,日本ハム,4,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1251037,左,上川畑 大悟,700069,右,田中 将大,投,直
2023-03-30,楽天,日本ハム,4,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1600134,左,石井 一成,700069,右,田中 将大,投,ゴロ
2023-03-30,楽天,日本ハム,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1700034,左,山﨑 剛,1500110,左,加藤 貴之,左,邪飛
2023-03-30,楽天,日本ハム,5,1,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1800044,右,伊藤 裕季也,1500110,左,加藤 貴之,左,本
2023-03-30,楽天,日本ハム,5,1,3,1,0,1,0,0,1,0,0,0,1,1,0,0,2103740,左,安田 悠馬,1500110,左,加藤 貴之,右,安
2023-03-30,楽天,日本ハム,5,1,4,1,0,1,0,0,1,1,0,0,3,0,0,0,1800117,左,辰己 涼介,1500110,左,加藤 貴之,遊,併打
2023-03-30,楽天,日本ハム,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1800091,右,野村 佑希,700069,右,田中 将大,二,ゴロ
2023-03-30,楽天,日本ハム,5,2,2,1,0,1,0,0,1,0,0,0,1,0,1,0,1700025,左,清宮 幸太郎,700069,右,田中 将大,中,２
2023-03-30,楽天,日本ハム,5,2,3,1,0,1,0,0,1,0,1,0,1,1,1,0,1800008,右,マルティネス,700069,右,田中 将大,,死球
2023-03-30,楽天,日本ハム,5,2,4,1,0,1,0,0,1,1,1,0,2,1,1,0,1800093,右,万波 中正,700069,右,田中 将大,,空三振
2023-03-30,楽天,日本ハム,5,2,5,1,0,1,0,0,2,1,1,0,3,0,0,0,1500049,左,宇佐見 真吾,700069,右,田中 将大,捕,邪飛
2023-03-30,楽天,日本ハム,6,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1900112,左,小深田 大翔,1500110,左,加藤 貴之,右,安
2023-03-30,楽天,日本ハム,6,1,2,1,0,3,0,2,0,1,0,0,0,0,0,0,1460250,右,フランコ,1500110,左,加藤 貴之,左,本
2023-03-30,楽天,日本ハム,6,1,3,3,0,3,0,0,0,0,0,0,1,0,0,0,900056,右,浅村 栄斗,1500110,左,加藤 貴之,中,飛
