date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-04,阪神,広島,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800065,左,近本 光司,1300058,右,九里 亜蓮,二,ゴロ
2023-04-04,阪神,広島,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2000056,左,中野 拓夢,1300058,右,九里 亜蓮,左,飛
2023-04-04,阪神,広島,1,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1961285,右,ノイジー,1300058,右,九里 亜蓮,中,飛
2023-04-04,阪神,広島,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100082,右,菊池 涼介,900062,右,西 勇輝,遊,ゴロ
2023-04-04,阪神,広島,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1400173,左,野間 峻祥,900062,右,西 勇輝,,見三振
2023-04-04,阪神,広島,1,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1000150,左,秋山 翔吾,900062,右,西 勇輝,一,ゴロ
2023-04-04,阪神,広島,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1600113,右,大山 悠輔,1300058,右,九里 亜蓮,,四球
2023-04-04,阪神,広島,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2000051,左,佐藤 輝明,1300058,右,九里 亜蓮,,四球
2023-04-04,阪神,広島,2,1,3,0,0,1,0,1,0,1,0,1,1,0,0,0,1850183,右,森下 翔太,1300058,右,九里 亜蓮,中,犠飛
2023-04-04,阪神,広島,2,1,4,1,0,1,0,0,2,0,0,0,3,0,0,0,1300073,右,梅野 隆太郎,1300058,右,九里 亜蓮,投,ゴロ
2023-04-04,阪神,広島,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1961166,右,マクブルーム,900062,右,西 勇輝,二,飛
