date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-02,中日,巨人,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1900041,左,岡林 勇希,2103689,右,赤星 優志,中,安
2023-04-02,中日,巨人,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1560639,右,カリステ,2103689,右,赤星 優志,投,ゴロ
2023-04-02,中日,巨人,1,1,3,0,0,0,0,0,1,0,1,0,2,0,1,0,1700152,左,アルモンテ,2103689,右,赤星 優志,,空三振
2023-04-02,中日,巨人,1,1,4,0,0,1,0,1,2,0,1,0,2,1,0,0,1961068,右,アキーノ,2103689,右,赤星 優志,左,安
2023-04-02,中日,巨人,1,1,5,1,0,1,0,0,2,1,0,0,3,0,0,0,1100069,左,高橋 周平,2103689,右,赤星 優志,,空三振
2023-04-02,中日,巨人,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,700027,左,梶谷 隆幸,1200055,右,福谷 浩司,右,飛
2023-04-02,中日,巨人,1,2,2,1,0,1,0,0,1,0,0,0,2,0,0,0,1600059,左,吉川 尚輝,1200055,右,福谷 浩司,,見三振
2023-04-02,中日,巨人,1,2,3,1,0,1,0,0,2,0,0,0,3,0,0,0,800043,左,丸 佳浩,1200055,右,福谷 浩司,二,ゴロ
2023-04-02,中日,巨人,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1600085,右,細川 成也,2103689,右,赤星 優志,中,飛
2023-04-02,中日,巨人,2,1,2,1,0,1,0,0,1,0,0,0,1,1,0,0,1500076,右,木下 拓哉,2103689,右,赤星 優志,,四球
2023-04-02,中日,巨人,2,1,3,1,0,1,0,0,1,1,0,0,1,1,1,0,2103780,右,福永 裕基,2103689,右,赤星 優志,左,安
2023-04-02,中日,巨人,2,1,4,1,0,1,0,0,1,1,1,0,2,1,1,0,1200055,右,福谷 浩司,2103689,右,赤星 優志,投,ゴロ
2023-04-02,中日,巨人,2,1,5,1,0,1,0,0,2,1,1,0,3,0,0,0,1900041,左,岡林 勇希,2103689,右,赤星 優志,二,ゴロ
2023-04-02,中日,巨人,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1400101,右,岡本 和真,1200055,右,福谷 浩司,遊,飛
2023-04-02,中日,巨人,2,2,2,1,0,1,0,0,1,0,0,0,2,0,0,0,800054,右,中田 翔,1200055,右,福谷 浩司,,見三振
2023-04-02,中日,巨人,2,2,3,1,0,1,0,0,2,0,0,0,3,0,0,0,700003,右,坂本 勇人,1200055,右,福谷 浩司,,空三振
2023-04-02,中日,巨人,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1560639,右,カリステ,2103689,右,赤星 優志,右,２
2023-04-02,中日,巨人,3,1,2,1,0,1,0,0,0,0,1,0,1,0,0,1,1700152,左,アルモンテ,2103689,右,赤星 優志,二,ゴロ
2023-04-02,中日,巨人,3,1,3,1,0,1,0,0,1,0,0,1,2,0,0,1,1961068,右,アキーノ,2103689,右,赤星 優志,,空三振
2023-04-02,中日,巨人,3,1,4,1,0,1,0,0,2,0,0,1,3,0,0,0,1100069,左,高橋 周平,2103689,右,赤星 優志,左,飛
2023-04-02,中日,巨人,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1700044,左,大城 卓三,1200055,右,福谷 浩司,二,ゴロ
2023-04-02,中日,巨人,3,2,2,1,0,1,0,0,1,0,0,0,2,0,0,0,1860031,右,ブリンソン,1200055,右,福谷 浩司,三,ゴロ
2023-04-02,中日,巨人,3,2,3,1,0,1,0,0,2,0,0,0,3,0,0,0,2103689,右,赤星 優志,1200055,右,福谷 浩司,,見三振
2023-04-02,中日,巨人,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1600085,右,細川 成也,2103689,右,赤星 優志,三,ゴロ
2023-04-02,中日,巨人,4,1,2,1,0,1,0,0,1,0,0,0,1,1,0,0,1500076,右,木下 拓哉,2103689,右,赤星 優志,,四球
2023-04-02,中日,巨人,4,1,3,1,0,1,0,0,1,1,0,0,2,1,0,0,2103780,右,福永 裕基,2103689,右,赤星 優志,,空三振
2023-04-02,中日,巨人,4,1,4,1,0,1,0,0,2,1,0,0,3,0,0,0,1200055,右,福谷 浩司,2103689,右,赤星 優志,右,飛
2023-04-02,中日,巨人,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,700027,左,梶谷 隆幸,1200055,右,福谷 浩司,中,安
2023-04-02,中日,巨人,4,2,2,1,0,1,0,0,0,1,0,0,2,0,0,0,1600059,左,吉川 尚輝,1200055,右,福谷 浩司,遊,併打
2023-04-02,中日,巨人,4,2,3,1,0,1,0,0,2,0,0,0,3,0,0,0,800043,左,丸 佳浩,1200055,右,福谷 浩司,右,飛
2023-04-02,中日,巨人,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1900041,左,岡林 勇希,2103689,右,赤星 優志,二,ゴロ
2023-04-02,中日,巨人,5,1,2,1,0,1,0,0,1,0,0,0,2,0,0,0,1560639,右,カリステ,2103689,右,赤星 優志,二,ゴロ
2023-04-02,中日,巨人,5,1,3,1,0,1,0,0,2,0,0,0,3,0,0,0,1700152,左,アルモンテ,2103689,右,赤星 優志,,空三振
2023-04-02,中日,巨人,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1400101,右,岡本 和真,1200055,右,福谷 浩司,左,安
2023-04-02,中日,巨人,5,2,2,1,0,1,0,0,0,1,0,0,1,1,0,0,800054,右,中田 翔,1200055,右,福谷 浩司,右,飛
2023-04-02,中日,巨人,5,2,3,1,0,1,0,0,1,1,0,0,3,0,0,0,700003,右,坂本 勇人,1200055,右,福谷 浩司,二,併打
