date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-13,阪神,巨人,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1800065,左,近本 光司,1800026,左,横川 凱,左,安
2023-04-13,阪神,巨人,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,2000056,左,中野 拓夢,1800026,左,横川 凱,投,犠打
2023-04-13,阪神,巨人,1,1,3,0,0,0,0,0,1,0,1,0,2,0,1,0,1300042,右,渡邉 諒,1800026,左,横川 凱,左,飛
2023-04-13,阪神,巨人,1,1,4,0,0,0,0,0,2,0,1,0,3,0,0,0,1600113,右,大山 悠輔,1800026,左,横川 凱,,見三振
2023-04-13,阪神,巨人,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1600001,右,オコエ 瑠偉,1900044,右,西 純矢,左,安
2023-04-13,阪神,巨人,1,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1600059,左,吉川 尚輝,1900044,右,西 純矢,二,安
2023-04-13,阪神,巨人,1,2,3,0,0,0,0,0,0,1,1,0,1,0,1,1,800043,左,丸 佳浩,1900044,右,西 純矢,一,ゴロ
2023-04-13,阪神,巨人,1,2,4,0,0,0,0,0,1,0,1,1,2,0,1,1,1400101,右,岡本 和真,1900044,右,西 純矢,一,邪飛
2023-04-13,阪神,巨人,1,2,5,0,0,0,0,0,2,0,1,1,3,0,0,0,800054,右,中田 翔,1900044,右,西 純矢,,空三振
2023-04-13,阪神,巨人,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1961285,右,ノイジー,1800026,左,横川 凱,左,本
2023-04-13,阪神,巨人,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1300073,右,梅野 隆太郎,1800026,左,横川 凱,,四球
2023-04-13,阪神,巨人,2,1,3,1,0,1,0,0,0,1,0,0,2,0,0,0,1500091,左,板山 祐太郎,1800026,左,横川 凱,二,併打
2023-04-13,阪神,巨人,2,1,4,1,0,1,0,0,2,0,0,0,3,0,0,0,1800067,左,木浪 聖也,1800026,左,横川 凱,三,ゴロ
2023-04-13,阪神,巨人,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1700044,左,大城 卓三,1900044,右,西 純矢,左,２
2023-04-13,阪神,巨人,2,2,2,1,0,1,0,0,0,0,1,0,0,1,0,1,1860031,右,ブリンソン,1900044,右,西 純矢,左,安
2023-04-13,阪神,巨人,2,2,3,1,0,1,1,1,0,1,0,1,1,1,0,0,2107874,左,門脇 誠,1900044,右,西 純矢,右,安
2023-04-13,阪神,巨人,2,2,4,1,1,1,1,0,1,1,0,0,2,0,1,0,1800026,左,横川 凱,1900044,右,西 純矢,三,犠打
2023-04-13,阪神,巨人,2,2,5,1,1,1,1,0,2,0,1,0,3,0,0,0,1600001,右,オコエ 瑠偉,1900044,右,西 純矢,,空三振
