date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-01,中日,巨人,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1900041,左,岡林 勇希,1961407,左,グリフィン,一,ゴロ
2023-04-01,中日,巨人,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,900410,左,大島 洋平,1961407,左,グリフィン,二,ゴロ
2023-04-01,中日,巨人,1,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1100069,左,高橋 周平,1961407,左,グリフィン,,空三振
2023-04-01,中日,巨人,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,700027,左,梶谷 隆幸,500014,右,涌井 秀章,右,安
2023-04-01,中日,巨人,1,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1600059,左,吉川 尚輝,500014,右,涌井 秀章,,四球
2023-04-01,中日,巨人,1,2,3,0,0,0,0,0,0,1,1,0,1,1,1,0,800043,左,丸 佳浩,500014,右,涌井 秀章,,空三振
2023-04-01,中日,巨人,1,2,4,0,0,0,0,0,1,1,1,0,1,1,1,1,1400101,右,岡本 和真,500014,右,涌井 秀章,,死球
2023-04-01,中日,巨人,1,2,5,0,0,0,1,1,1,1,1,1,1,1,1,1,800054,右,中田 翔,500014,右,涌井 秀章,中,安
2023-04-01,中日,巨人,1,2,6,0,1,0,1,0,1,1,1,1,2,1,1,1,700003,右,坂本 勇人,500014,右,涌井 秀章,,見三振
2023-04-01,中日,巨人,1,2,7,0,1,0,1,0,2,1,1,1,3,0,0,0,1700044,左,大城 卓三,500014,右,涌井 秀章,三,邪飛
2023-04-01,中日,巨人,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1961068,右,アキーノ,1961407,左,グリフィン,右,飛
2023-04-01,中日,巨人,2,1,2,0,1,0,1,0,1,0,0,0,1,1,0,0,1600021,右,ビシエド,1961407,左,グリフィン,左,安
2023-04-01,中日,巨人,2,1,3,0,1,0,1,0,1,1,0,0,3,0,0,0,1560639,右,カリステ,1961407,左,グリフィン,遊,併打
2023-04-01,中日,巨人,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1860031,右,ブリンソン,500014,右,涌井 秀章,投,ゴロ
2023-04-01,中日,巨人,2,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1961407,左,グリフィン,500014,右,涌井 秀章,,空三振
2023-04-01,中日,巨人,2,2,3,0,1,0,1,0,2,0,0,0,2,0,1,0,700027,左,梶谷 隆幸,500014,右,涌井 秀章,右,２
2023-04-01,中日,巨人,2,2,4,0,1,0,1,0,2,0,1,0,3,0,0,0,1600059,左,吉川 尚輝,500014,右,涌井 秀章,二,直
2023-04-01,中日,巨人,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1500076,右,木下 拓哉,1961407,左,グリフィン,左,安
2023-04-01,中日,巨人,3,1,2,0,1,0,1,0,0,1,0,0,1,1,0,0,2103780,右,福永 裕基,1961407,左,グリフィン,,空三振
2023-04-01,中日,巨人,3,1,3,0,1,0,1,0,1,1,0,0,2,1,0,0,500014,右,涌井 秀章,1961407,左,グリフィン,,バ三振
2023-04-01,中日,巨人,3,1,4,0,1,0,1,0,2,1,0,0,2,0,1,1,1900041,左,岡林 勇希,1961407,左,グリフィン,右,２
2023-04-01,中日,巨人,3,1,5,0,1,0,1,0,2,0,1,1,3,0,0,0,900410,左,大島 洋平,1961407,左,グリフィン,,空三振
2023-04-01,中日,巨人,3,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,800043,左,丸 佳浩,500014,右,涌井 秀章,左,邪飛
2023-04-01,中日,巨人,3,2,2,0,1,0,1,0,1,0,0,0,1,1,0,0,1400101,右,岡本 和真,500014,右,涌井 秀章,,四球
2023-04-01,中日,巨人,3,2,3,0,1,0,1,0,1,1,0,0,2,1,0,0,800054,右,中田 翔,500014,右,涌井 秀章,,空三振
2023-04-01,中日,巨人,3,2,4,0,1,0,1,0,2,1,0,0,3,0,0,0,700003,右,坂本 勇人,500014,右,涌井 秀章,,空三振
2023-04-01,中日,巨人,4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1100069,左,高橋 周平,1961407,左,グリフィン,,空三振
2023-04-01,中日,巨人,4,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1961068,右,アキーノ,1961407,左,グリフィン,,空三振
2023-04-01,中日,巨人,4,1,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1600021,右,ビシエド,1961407,左,グリフィン,二,ゴロ
2023-04-01,中日,巨人,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1700044,左,大城 卓三,500014,右,涌井 秀章,,見三振
2023-04-01,中日,巨人,4,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1860031,右,ブリンソン,500014,右,涌井 秀章,三,直
2023-04-01,中日,巨人,4,2,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1961407,左,グリフィン,500014,右,涌井 秀章,,空三振
2023-04-01,中日,巨人,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1560639,右,カリステ,1961407,左,グリフィン,遊,ゴロ
2023-04-01,中日,巨人,5,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1500076,右,木下 拓哉,1961407,左,グリフィン,三,ゴロ
2023-04-01,中日,巨人,5,1,3,0,1,0,1,0,2,0,0,0,2,1,0,0,2103780,右,福永 裕基,1961407,左,グリフィン,,四球
2023-04-01,中日,巨人,5,1,4,0,1,0,1,0,2,1,0,0,3,0,0,0,500014,右,涌井 秀章,1961407,左,グリフィン,遊,ゴロ
2023-04-01,中日,巨人,5,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,700027,左,梶谷 隆幸,500014,右,涌井 秀章,中,飛
2023-04-01,中日,巨人,5,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1600059,左,吉川 尚輝,500014,右,涌井 秀章,左,飛
2023-04-01,中日,巨人,5,2,3,0,1,0,1,0,2,0,0,0,3,0,0,0,800043,左,丸 佳浩,500014,右,涌井 秀章,右,飛
2023-04-01,中日,巨人,6,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1900041,左,岡林 勇希,1961407,左,グリフィン,投,直
2023-04-01,中日,巨人,6,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,900410,左,大島 洋平,1961407,左,グリフィン,中,飛
2023-04-01,中日,巨人,6,1,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1100069,左,高橋 周平,1961407,左,グリフィン,,見三振
2023-04-01,中日,巨人,6,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1400101,右,岡本 和真,500014,右,涌井 秀章,中,飛
2023-04-01,中日,巨人,6,2,2,0,1,0,2,1,1,0,0,0,1,0,0,0,800054,右,中田 翔,500014,右,涌井 秀章,左中,本
2023-04-01,中日,巨人,6,2,3,0,2,0,2,0,1,0,0,0,2,0,0,0,700003,右,坂本 勇人,500014,右,涌井 秀章,遊,ゴロ
2023-04-01,中日,巨人,6,2,4,0,2,0,2,0,2,0,0,0,3,0,0,0,1700044,左,大城 卓三,500014,右,涌井 秀章,一,ゴロ
2023-04-01,中日,巨人,7,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1961068,右,アキーノ,1961407,左,グリフィン,一,ゴロ
