date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-11,阪神,巨人,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800065,左,近本 光司,1800028,右,戸郷 翔征,右,飛
2023-04-11,阪神,巨人,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2000056,左,中野 拓夢,1800028,右,戸郷 翔征,遊,ゴロ
2023-04-11,阪神,巨人,1,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1961285,右,ノイジー,1800028,右,戸郷 翔征,,空三振
2023-04-11,阪神,巨人,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1600001,右,オコエ 瑠偉,900062,右,西 勇輝,左,安
2023-04-11,阪神,巨人,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,800043,左,丸 佳浩,900062,右,西 勇輝,遊,ゴロ
2023-04-11,阪神,巨人,1,2,3,0,0,0,1,1,1,0,0,1,1,1,0,0,700027,左,梶谷 隆幸,900062,右,西 勇輝,左,安
2023-04-11,阪神,巨人,1,2,4,0,1,0,1,0,1,1,0,0,2,1,0,0,1400101,右,岡本 和真,900062,右,西 勇輝,,見三振
2023-04-11,阪神,巨人,1,2,5,0,1,0,1,0,2,1,0,0,2,1,1,0,800054,右,中田 翔,900062,右,西 勇輝,,四球
2023-04-11,阪神,巨人,1,2,6,0,1,0,1,0,2,1,1,0,3,0,0,0,700003,右,坂本 勇人,900062,右,西 勇輝,左,飛
2023-04-11,阪神,巨人,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1600113,右,大山 悠輔,1800028,右,戸郷 翔征,遊,ゴロ
2023-04-11,阪神,巨人,2,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,2000051,左,佐藤 輝明,1800028,右,戸郷 翔征,遊,ゴロ
2023-04-11,阪神,巨人,2,1,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1850183,右,森下 翔太,1800028,右,戸郷 翔征,三,邪飛
2023-04-11,阪神,巨人,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1700044,左,大城 卓三,900062,右,西 勇輝,二,ゴロ
2023-04-11,阪神,巨人,2,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1600059,左,吉川 尚輝,900062,右,西 勇輝,一,ゴロ
2023-04-11,阪神,巨人,2,2,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1800028,右,戸郷 翔征,900062,右,西 勇輝,,空三振
2023-04-11,阪神,巨人,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1300073,右,梅野 隆太郎,1800028,右,戸郷 翔征,中,飛
2023-04-11,阪神,巨人,3,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1800067,左,木浪 聖也,1800028,右,戸郷 翔征,遊,飛
