date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-08,中日,DeNA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1900041,左,岡林 勇希,1660377,右,ガゼルマン,遊,ゴロ
2023-04-08,中日,DeNA,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,900410,左,大島 洋平,1660377,右,ガゼルマン,遊,飛
2023-04-08,中日,DeNA,1,1,3,0,0,0,0,0,2,0,0,0,2,1,0,0,1560639,右,カリステ,1660377,右,ガゼルマン,中,安
2023-04-08,中日,DeNA,1,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,1700152,左,アルモンテ,1660377,右,ガゼルマン,二,飛
2023-04-08,中日,DeNA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1600089,左,佐野 恵太,500014,右,涌井 秀章,左,２
2023-04-08,中日,DeNA,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1850208,左,林 琢真,500014,右,涌井 秀章,左,飛
2023-04-08,中日,DeNA,1,2,3,0,0,0,0,0,1,0,1,0,2,0,0,1,1200053,右,宮﨑 敏郎,500014,右,涌井 秀章,二,ゴロ
2023-04-08,中日,DeNA,1,2,4,0,0,0,0,0,2,0,0,1,3,0,0,0,2000035,右,牧 秀悟,500014,右,涌井 秀章,,空三振
2023-04-08,中日,DeNA,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1600021,右,ビシエド,1660377,右,ガゼルマン,中,安
2023-04-08,中日,DeNA,2,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,2103780,右,福永 裕基,1660377,右,ガゼルマン,二,併打
2023-04-08,中日,DeNA,2,1,3,0,0,0,0,0,2,0,0,0,2,1,0,0,1500076,右,木下 拓哉,1660377,右,ガゼルマン,,四球
2023-04-08,中日,DeNA,2,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,2000044,左,龍空,1660377,右,ガゼルマン,二,ゴロ
2023-04-08,中日,DeNA,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1700065,左,楠本 泰史,500014,右,涌井 秀章,遊,ゴロ
2023-04-08,中日,DeNA,2,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1300038,左,関根 大気,500014,右,涌井 秀章,左,安
2023-04-08,中日,DeNA,2,2,3,0,0,0,0,0,1,1,0,0,2,1,0,0,1100061,右,桑原 将志,500014,右,涌井 秀章,中,飛
2023-04-08,中日,DeNA,2,2,4,0,0,0,0,0,2,1,0,0,3,0,0,0,800075,右,伊藤 光,500014,右,涌井 秀章,,空三振
2023-04-08,中日,DeNA,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,500014,右,涌井 秀章,1660377,右,ガゼルマン,,空三振
2023-04-08,中日,DeNA,3,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1900041,左,岡林 勇希,1660377,右,ガゼルマン,,四球
2023-04-08,中日,DeNA,3,1,3,0,0,0,0,0,1,1,0,0,1,1,0,1,900410,左,大島 洋平,1660377,右,ガゼルマン,中,安
