date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-07,ヤクルト,阪神,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1650522,左,丸山 和郁,1500090,右,青柳 晃洋,,空三振
2023-04-07,ヤクルト,阪神,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1700089,左,宮本 丈,1500090,右,青柳 晃洋,中,安
2023-04-07,ヤクルト,阪神,1,1,3,0,0,0,0,0,1,1,0,0,2,1,0,0,1000132,右,山田 哲人,1500090,右,青柳 晃洋,中,飛
2023-04-07,ヤクルト,阪神,1,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,1700084,左,村上 宗隆,1500090,右,青柳 晃洋,左,飛
2023-04-07,ヤクルト,阪神,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1800065,左,近本 光司,1200076,右,小川 泰弘,右,３
2023-04-07,ヤクルト,阪神,1,2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,2000056,左,中野 拓夢,1200076,右,小川 泰弘,中,犠飛
2023-04-07,ヤクルト,阪神,1,2,3,0,1,0,1,0,1,0,0,0,1,1,0,0,1961285,右,ノイジー,1200076,右,小川 泰弘,,四球
2023-04-07,ヤクルト,阪神,1,2,4,0,1,0,1,0,1,1,0,0,2,1,0,0,1600113,右,大山 悠輔,1200076,右,小川 泰弘,,空三振
2023-04-07,ヤクルト,阪神,1,2,5,0,1,0,1,0,2,1,0,0,3,0,0,0,2000051,左,佐藤 輝明,1200076,右,小川 泰弘,,空三振
2023-04-07,ヤクルト,阪神,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2000133,右,オスナ,1500090,右,青柳 晃洋,中,飛
2023-04-07,ヤクルト,阪神,2,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,900044,右,中村 悠平,1500090,右,青柳 晃洋,遊,ゴロ
2023-04-07,ヤクルト,阪神,2,1,3,0,1,0,1,0,2,0,0,0,3,0,0,0,2000135,右,サンタナ,1500090,右,青柳 晃洋,二,ゴロ
2023-04-07,ヤクルト,阪神,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1850183,右,森下 翔太,1200076,右,小川 泰弘,右,飛
2023-04-07,ヤクルト,阪神,2,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1300073,右,梅野 隆太郎,1200076,右,小川 泰弘,,空三振
2023-04-07,ヤクルト,阪神,2,2,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1800066,左,小幡 竜平,1200076,右,小川 泰弘,,空三振
2023-04-07,ヤクルト,阪神,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1900028,左,長岡 秀樹,1500090,右,青柳 晃洋,遊,ゴロ
2023-04-07,ヤクルト,阪神,3,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1200076,右,小川 泰弘,1500090,右,青柳 晃洋,一,ゴロ
2023-04-07,ヤクルト,阪神,3,1,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1650522,左,丸山 和郁,1500090,右,青柳 晃洋,二,ゴロ
2023-04-07,ヤクルト,阪神,3,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1500090,右,青柳 晃洋,1200076,右,小川 泰弘,一,邪飛
2023-04-07,ヤクルト,阪神,3,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1800065,左,近本 光司,1200076,右,小川 泰弘,右,飛
2023-04-07,ヤクルト,阪神,3,2,3,0,1,0,1,0,2,0,0,0,3,0,0,0,2000056,左,中野 拓夢,1200076,右,小川 泰弘,左,飛
2023-04-07,ヤクルト,阪神,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1700089,左,宮本 丈,1500090,右,青柳 晃洋,,四球
2023-04-07,ヤクルト,阪神,4,1,2,0,1,0,1,0,0,1,0,0,1,1,0,0,1000132,右,山田 哲人,1500090,右,青柳 晃洋,中,飛
2023-04-07,ヤクルト,阪神,4,1,3,0,1,0,1,0,1,1,0,0,1,1,1,0,1700084,左,村上 宗隆,1500090,右,青柳 晃洋,,四球
2023-04-07,ヤクルト,阪神,4,1,4,0,1,0,1,0,1,1,1,0,3,0,0,0,2000133,右,オスナ,1500090,右,青柳 晃洋,遊,併打
2023-04-07,ヤクルト,阪神,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1961285,右,ノイジー,1200076,右,小川 泰弘,捕,邪飛
2023-04-07,ヤクルト,阪神,4,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1600113,右,大山 悠輔,1200076,右,小川 泰弘,二,ゴロ
2023-04-07,ヤクルト,阪神,4,2,3,0,1,0,1,0,2,0,0,0,2,1,0,0,2000051,左,佐藤 輝明,1200076,右,小川 泰弘,二,失
