date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-05,巨人,DeNA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,700027,左,梶谷 隆幸,1300031,右,平良 拳太郎,遊,ゴロ
2023-04-05,巨人,DeNA,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1600059,左,吉川 尚輝,1300031,右,平良 拳太郎,,四球
2023-04-05,巨人,DeNA,1,1,3,0,0,0,0,0,1,1,0,0,2,1,0,0,800043,左,丸 佳浩,1300031,右,平良 拳太郎,一,ゴロ
2023-04-05,巨人,DeNA,1,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,1400101,右,岡本 和真,1300031,右,平良 拳太郎,,見三振
2023-04-05,巨人,DeNA,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1600089,左,佐野 恵太,1660388,左,メンデス,中,安
2023-04-05,巨人,DeNA,1,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1850208,左,林 琢真,1660388,左,メンデス,三,ゴロ
2023-04-05,巨人,DeNA,1,2,3,0,0,0,0,0,1,1,0,0,1,1,1,0,1200053,右,宮﨑 敏郎,1660388,左,メンデス,,四球
2023-04-05,巨人,DeNA,1,2,4,0,0,0,0,0,1,1,1,0,2,0,1,1,2000035,右,牧 秀悟,1660388,左,メンデス,二,ゴロ
2023-04-05,巨人,DeNA,1,2,5,0,0,0,0,0,2,0,1,1,3,0,0,0,1100061,右,桑原 将志,1660388,左,メンデス,,見三振
2023-04-05,巨人,DeNA,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,800054,右,中田 翔,1300031,右,平良 拳太郎,,空三振
2023-04-05,巨人,DeNA,2,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1700044,左,大城 卓三,1300031,右,平良 拳太郎,右,安
2023-04-05,巨人,DeNA,2,1,3,0,0,0,0,0,1,1,0,0,2,1,0,0,1860031,右,ブリンソン,1300031,右,平良 拳太郎,右,飛
2023-04-05,巨人,DeNA,2,1,4,0,0,0,0,0,2,1,0,0,2,0,1,1,2107874,左,門脇 誠,1300031,右,平良 拳太郎,左,２
2023-04-05,巨人,DeNA,2,1,5,0,0,0,0,0,2,0,1,1,3,0,0,0,1660388,左,メンデス,1300031,右,平良 拳太郎,一,ゴロ
2023-04-05,巨人,DeNA,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1300038,左,関根 大気,1660388,左,メンデス,一,ゴロ
2023-04-05,巨人,DeNA,2,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1700020,右,ソト,1660388,左,メンデス,,死球
2023-04-05,巨人,DeNA,2,2,3,0,0,0,0,0,1,1,0,0,2,1,0,0,800075,右,伊藤 光,1660388,左,メンデス,二,ゴロ
2023-04-05,巨人,DeNA,2,2,4,0,0,0,0,0,2,1,0,0,3,0,0,0,1300031,右,平良 拳太郎,1660388,左,メンデス,一,ゴロ
