date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-12,阪神,巨人,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800065,左,近本 光司,1660388,左,メンデス,二,ゴロ
2023-04-12,阪神,巨人,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2000056,左,中野 拓夢,1660388,左,メンデス,二,ゴロ
2023-04-12,阪神,巨人,1,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1961285,右,ノイジー,1660388,左,メンデス,左,飛
2023-04-12,阪神,巨人,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1600001,右,オコエ 瑠偉,2000055,右,村上 頌樹,三,ゴロ
2023-04-12,阪神,巨人,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,800043,左,丸 佳浩,2000055,右,村上 頌樹,左,飛
2023-04-12,阪神,巨人,1,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,700027,左,梶谷 隆幸,2000055,右,村上 頌樹,,空三振
2023-04-12,阪神,巨人,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1600113,右,大山 悠輔,1660388,左,メンデス,右,飛
2023-04-12,阪神,巨人,2,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2000051,左,佐藤 輝明,1660388,左,メンデス,右,安
2023-04-12,阪神,巨人,2,1,3,0,0,0,0,0,1,1,0,0,2,0,1,0,1850183,右,森下 翔太,1660388,左,メンデス,二,飛
2023-04-12,阪神,巨人,2,1,4,0,0,0,0,0,2,0,1,0,3,0,0,0,1500087,右,坂本 誠志郎,1660388,左,メンデス,二,ゴロ
2023-04-12,阪神,巨人,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1400101,右,岡本 和真,2000055,右,村上 頌樹,,空三振
2023-04-12,阪神,巨人,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,800054,右,中田 翔,2000055,右,村上 頌樹,二,ゴロ
2023-04-12,阪神,巨人,2,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,700003,右,坂本 勇人,2000055,右,村上 頌樹,,空三振
2023-04-12,阪神,巨人,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1800067,左,木浪 聖也,1660388,左,メンデス,,四球
2023-04-12,阪神,巨人,3,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,2000055,左,村上 頌樹,1660388,左,メンデス,投,ゴロ
2023-04-12,阪神,巨人,3,1,3,0,0,0,0,0,1,1,0,0,2,1,0,0,1800065,左,近本 光司,1660388,左,メンデス,左,飛
2023-04-12,阪神,巨人,3,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,2000056,左,中野 拓夢,1660388,左,メンデス,左,飛
2023-04-12,阪神,巨人,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1700044,左,大城 卓三,2000055,右,村上 頌樹,遊,ゴロ
2023-04-12,阪神,巨人,3,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1600059,左,吉川 尚輝,2000055,右,村上 頌樹,,空三振
2023-04-12,阪神,巨人,3,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1660388,左,メンデス,2000055,右,村上 頌樹,遊,ゴロ
2023-04-12,阪神,巨人,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1961285,右,ノイジー,1660388,左,メンデス,左,本
2023-04-12,阪神,巨人,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1600113,右,大山 悠輔,1660388,左,メンデス,遊,飛
2023-04-12,阪神,巨人,4,1,3,1,0,1,0,0,1,0,0,0,2,0,0,0,2000051,左,佐藤 輝明,1660388,左,メンデス,中,飛
2023-04-12,阪神,巨人,4,1,4,1,0,1,0,0,2,0,0,0,3,0,0,0,1850183,右,森下 翔太,1660388,左,メンデス,中,飛
2023-04-12,阪神,巨人,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1600001,右,オコエ 瑠偉,2000055,右,村上 頌樹,,空三振
2023-04-12,阪神,巨人,4,2,2,1,0,1,0,0,1,0,0,0,2,0,0,0,800043,左,丸 佳浩,2000055,右,村上 頌樹,左,飛
2023-04-12,阪神,巨人,4,2,3,1,0,1,0,0,2,0,0,0,3,0,0,0,700027,左,梶谷 隆幸,2000055,右,村上 頌樹,三,直
2023-04-12,阪神,巨人,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1500087,右,坂本 誠志郎,1660388,左,メンデス,左,飛
2023-04-12,阪神,巨人,5,1,2,1,0,1,0,0,1,0,0,0,2,0,0,0,1800067,左,木浪 聖也,1660388,左,メンデス,一,ゴロ
2023-04-12,阪神,巨人,5,1,3,1,0,1,0,0,2,0,0,0,3,0,0,0,2000055,左,村上 頌樹,1660388,左,メンデス,三,邪飛
2023-04-12,阪神,巨人,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1400101,右,岡本 和真,2000055,右,村上 頌樹,二,邪飛
2023-04-12,阪神,巨人,5,2,2,1,0,1,0,0,1,0,0,0,2,0,0,0,800054,右,中田 翔,2000055,右,村上 頌樹,二,飛
2023-04-12,阪神,巨人,5,2,3,1,0,1,0,0,2,0,0,0,3,0,0,0,700003,右,坂本 勇人,2000055,右,村上 頌樹,一,飛
2023-04-12,阪神,巨人,6,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1800065,左,近本 光司,1660388,左,メンデス,右,２
2023-04-12,阪神,巨人,6,1,2,1,0,1,0,0,0,0,1,0,1,0,0,1,2000056,左,中野 拓夢,1660388,左,メンデス,一,犠打
2023-04-12,阪神,巨人,6,1,3,1,0,1,0,0,1,0,0,1,2,0,0,1,1961285,右,ノイジー,1660388,左,メンデス,,空三振
2023-04-12,阪神,巨人,6,1,4,1,0,1,0,0,2,0,0,1,3,0,0,0,1600113,右,大山 悠輔,1660388,左,メンデス,中,飛
2023-04-12,阪神,巨人,6,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1700044,左,大城 卓三,2000055,右,村上 頌樹,一,ゴロ
