date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-03-31,広島,ヤクルト,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800072,左,小園 海斗,1200076,右,小川 泰弘,二,飛
2023-03-31,広島,ヤクルト,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1400173,左,野間 峻祥,1200076,右,小川 泰弘,,空三振
2023-03-31,広島,ヤクルト,1,1,3,0,0,0,0,0,2,0,0,0,2,0,0,0,1000150,左,秋山 翔吾,1200076,右,小川 泰弘,左,安
2023-03-31,広島,ヤクルト,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1800036,右,濱田 太貴,1300057,右,大瀬良 大地,右,安
2023-03-31,広島,ヤクルト,1,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,400021,左,青木 宣親,1300057,右,大瀬良 大地,左,飛
2023-03-31,広島,ヤクルト,1,2,3,0,0,0,0,0,1,1,0,0,2,0,1,0,1000132,右,山田 哲人,1300057,右,大瀬良 大地,三,ゴロ
2023-03-31,広島,ヤクルト,1,2,4,0,0,0,2,2,2,0,1,0,2,0,0,0,1700084,左,村上 宗隆,1300057,右,大瀬良 大地,中,本
2023-03-31,広島,ヤクルト,1,2,5,0,2,0,2,0,2,0,0,0,3,0,0,0,2000133,右,オスナ,1300057,右,大瀬良 大地,,空三振
2023-03-31,広島,ヤクルト,2,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1961166,右,マクブルーム,1200076,右,小川 泰弘,三,ゴロ
2023-03-31,広島,ヤクルト,2,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1500096,左,西川 龍馬,1200076,右,小川 泰弘,遊,飛
2023-03-31,広島,ヤクルト,2,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1460004,右,デビッドソン,1200076,右,小川 泰弘,三,邪飛
2023-03-31,広島,ヤクルト,2,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,900044,右,中村 悠平,1300057,右,大瀬良 大地,遊,ゴロ
2023-03-31,広島,ヤクルト,2,2,2,0,2,0,2,0,1,0,0,0,1,0,1,0,2000026,右,内山 壮真,1300057,右,大瀬良 大地,左,安
2023-03-31,広島,ヤクルト,2,2,3,0,2,0,2,0,1,0,1,0,2,0,1,0,1900028,左,長岡 秀樹,1300057,右,大瀬良 大地,,見三振
2023-03-31,広島,ヤクルト,2,2,4,0,2,0,2,0,2,0,1,0,3,0,0,0,1200076,右,小川 泰弘,1300057,右,大瀬良 大地,,空三振
2023-03-31,広島,ヤクルト,3,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1600124,左,坂倉 将吾,1200076,右,小川 泰弘,左,飛
2023-03-31,広島,ヤクルト,3,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1100082,右,菊池 涼介,1200076,右,小川 泰弘,一,邪飛
2023-03-31,広島,ヤクルト,3,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1300057,右,大瀬良 大地,1200076,右,小川 泰弘,,空三振
2023-03-31,広島,ヤクルト,3,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800036,右,濱田 太貴,1300057,右,大瀬良 大地,中,飛
2023-03-31,広島,ヤクルト,3,2,2,0,2,0,2,0,1,0,0,0,2,0,0,0,400021,左,青木 宣親,1300057,右,大瀬良 大地,二,ゴロ
2023-03-31,広島,ヤクルト,3,2,3,0,2,0,2,0,2,0,0,0,2,0,1,0,1000132,右,山田 哲人,1300057,右,大瀬良 大地,三,失
2023-03-31,広島,ヤクルト,3,2,4,0,2,0,2,0,2,0,1,0,3,0,0,0,1700084,左,村上 宗隆,1300057,右,大瀬良 大地,,空三振
2023-03-31,広島,ヤクルト,4,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800072,左,小園 海斗,1200076,右,小川 泰弘,捕,邪飛
2023-03-31,広島,ヤクルト,4,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1400173,左,野間 峻祥,1200076,右,小川 泰弘,三,ゴロ
2023-03-31,広島,ヤクルト,4,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1000150,左,秋山 翔吾,1200076,右,小川 泰弘,,空三振
2023-03-31,広島,ヤクルト,4,2,1,0,2,0,2,0,0,0,0,0,0,0,1,0,2000133,右,オスナ,1300057,右,大瀬良 大地,左,２
2023-03-31,広島,ヤクルト,4,2,2,0,2,0,2,0,0,0,1,0,1,0,0,1,900044,右,中村 悠平,1300057,右,大瀬良 大地,一,犠打
2023-03-31,広島,ヤクルト,4,2,3,0,2,0,2,0,1,0,0,1,2,0,0,1,2000026,右,内山 壮真,1300057,右,大瀬良 大地,一,邪飛
2023-03-31,広島,ヤクルト,4,2,4,0,2,0,2,0,2,0,0,1,2,0,1,1,1900028,左,長岡 秀樹,1300057,右,大瀬良 大地,,故意四
2023-03-31,広島,ヤクルト,4,2,5,0,2,0,2,0,2,0,1,1,3,0,0,0,1200076,右,小川 泰弘,1300057,右,大瀬良 大地,右,飛
2023-03-31,広島,ヤクルト,5,1,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1961166,右,マクブルーム,1200076,右,小川 泰弘,左,安
2023-03-31,広島,ヤクルト,5,1,2,0,2,0,2,0,0,1,0,0,1,1,0,0,1500096,左,西川 龍馬,1200076,右,小川 泰弘,三,邪飛
2023-03-31,広島,ヤクルト,5,1,3,0,2,0,2,0,1,1,0,0,1,1,1,0,1460004,右,デビッドソン,1200076,右,小川 泰弘,,四球
2023-03-31,広島,ヤクルト,5,1,4,0,2,0,2,0,1,1,1,0,3,0,0,0,1600124,左,坂倉 将吾,1200076,右,小川 泰弘,遊,併打
2023-03-31,広島,ヤクルト,5,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800036,右,濱田 太貴,1300057,右,大瀬良 大地,遊,飛
2023-03-31,広島,ヤクルト,5,2,2,0,2,0,2,0,1,0,0,0,2,0,0,0,400021,左,青木 宣親,1300057,右,大瀬良 大地,,見三振
2023-03-31,広島,ヤクルト,5,2,3,0,2,0,2,0,2,0,0,0,2,1,0,0,1000132,右,山田 哲人,1300057,右,大瀬良 大地,左,安
2023-03-31,広島,ヤクルト,5,2,4,0,2,0,2,0,2,1,0,0,3,0,0,0,1700084,左,村上 宗隆,1300057,右,大瀬良 大地,左,飛
